idCliente,numero,nombre,jornada,idJornadaSugerida,horaApertura,horaCierre,emailContacto,codArea1,telefono1,codArea2,telefono2,stock,fechaActualizacionStock,Formato,idFormatoLocal,REGION,COMUNA/CIUDAD,cutComuna,direccion,referencia,gmapShortUrl,gmapIframeUrl,createdAt,editedAt
5,434,Pucón,noche,3,09:00,21:00,,,45 - 2- 443970,,,1000,2016-04-05,STORE,14,,Pucón,9115,Avda. Libertador Bernardo O'Higgins N° 717 L-1 y 2,,,,,
5,435,Portal Temuco,noche,3,10:00,21:00,,,45 - 2- 211350,,,1000,2016-04-05,STORE,14,,Temuco,9101,Avda. Alemania N° 0671 L - 1107,,,,,
5,436,Machalí,noche,3,09:00,22:00,,,72 - 2- 280470,,,1000,2016-04-05,STORE,14,,Machali,6108,Avda. Padre Hurtado 3 Locales 4B-5- 6 del 1°Piso,,,,,
5,437,SMU La Serena,noche,3,08:30,22:00,,,51 - 2- 294841,,,1000,2016-04-05,MULTIF. GONDOLA,12,,La Serena,4101,Avda. 4 Esquinas N° S/N L-9-10-11,,,,,
5,438,SMU Valdivia,noche,3,09:00,22:00,,,63 - 2- 288161,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Valdivia,14101,Avda. Circunvalación Sur S/N Esq. Av. Simpson,,,,,
5,439,Chiguayante 2,noche,3,09:00,22:00,,,41 - 2- 361556,,,1000,2016-04-05,STORE,14,,Chiguayante,8103,Avda. 8 Oriente N°720 L-1 y 2,,,,,
5,440,Vivar/Ramírez,noche,3,08:30,22:00,,,55 - 2- 342823,,,1000,2016-04-05,STORE,14,,Calama,2201,Vivar N° 1902-1912,,,,,
5,442,Tur Bus,noche,3,07:30,22:00,,,2-437 83 34,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Estación Central,13106,Avda. Libertador Bernardo O'higgins N°3770 L-1A,,,,,
5,443,Clínica Bicentenario,noche,3,08:00,20:00,,,09- 1630351,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Estación Central,13106,Avda. Libertador Bernardo Ohiggins N°4850,,,,,
5,445,Hernando de Magallanes,noche,3,08:30,21:00,,,2-229 00 10,,,1000,2016-04-05,STORE,14,,Las Condes,13114,Avda. Cristóbal Colón N°6550 L-6,,,,,
5,446,Mall de Centro Concepción,noche,3,10:00,21:00,,,41 - 2- 3162189,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Concepción,8101,Barros Araba N° 1080 Local 0401,,,,,
5,448,Manuel Montt/Irarrazaval,noche,3,08:30,21:00,,,2-274 86 01,,,1000,2016-04-05,STORE,14,,Ñuñoa,13120,Irarrázaval N° 1730 L-2,,,,,
5,449,Duble Almeyda,noche,3,09:00,22:00,,,2-204 90 68,,,1000,2016-04-05,STORE,14,,Ñuñoa,13120,Campo de Deporte N° 180,,,,,
5,450,Paseo La Rotonda P. Montt,noche,3,09:00,22:00,,,65 - 2- 271911,,,1000,2016-04-05,STORE,14,,Puerto Montt,10101,Avda. Las Industrias N° 300 L-117,,,,,
5,451,Paseo La Paloma P. Montt,noche,3,09:00,22:00,,,65 - 2- 317902,,,1000,2016-04-05,STORE,14,,Puerto Montt,10101,Avda. Volcán Puntiagudo N° 100 l-108,,,,,
5,452,Talagante 2,noche,3,09:00,22:00,,,2- 28151537,,,1000,2016-04-05,STORE,14,,Talagante,13601,Avda. Ohiggins N° 1101,,,,,
5,453,San Martín Concepción,noche,3,09:00,22:00,,,41- 2- 247453,,,1000,2016-04-05,STORE,14,,Concepción,8101,San Martín N° 608-612,,,,,
5,454,Mall Castro,noche,3,09:00,21:00,,,2-2-4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Castro,10201,Ignacio Serrano N° 574,,,,,
5,455,Mall Puerto Varas,noche,3,09:00,22:00,,,2-2-4223300,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Puerto Varas,10109,San Francisco N° 666 Local 103-104,,,,,
5,456,Botica San Pedro Atacama,noche,3,10:00,14:00,,,8- 2175850,,,1000,2016-04-05,BOTICA,10,,San Pedro de Atacama,2203,Caracoles N° 241,,,,,
5,457,Balmaceda La Serena,noche,3,10:00,21:00,,,51 - 2- 550124,,,1000,2016-04-05,STORE,14,,La Serena,4101,Balmaceda N° 3045-3075 Local 1,,,,,
5,458,La Unión,noche,3,09:00,22:00,,,64 - 2- 426153,,,1000,2016-04-05,STORE,14,,La Unión,14201,Esmeralda N° 731,,,,,
5,459,SMU Alto Hospicio,noche,3,09:00,22:00,,,IP 5459,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Iquique,1101,Ruta A16 / Tarapacá N° 3350 l-3,,,,,
5,460,Roger de Flor,noche,3,08:30,21:30,,,2-335 00 34,,,1000,2016-04-05,ESPACIO SB,11,,Las Condes,13114,Roger de Flor N° 2800 L-D y E,,,,,
5,461,Buin,noche,3,09:00,21:30,,,2-821 33 88,,,1000,2016-04-05,STORE,14,,Buin,13402,Balmaceda N° 157,,,,,
5,462,Cañete,noche,3,09:00,21:00,,,41 - 2- 619348,,,1000,2016-04-05,STORE,14,,Cañete,8203,Saavedra N° 561,,,,,
5,463,San Felipe 2,noche,3,09:00,21:00,,,34 - 2- 515981,,,1000,2016-04-05,STORE,14,,San Felipe,5701,Prat N° 213-215,,,,,
5,464,BCI San Fernando,noche,3,08:30,22:30,,,72 - 2- 715665,,,1000,2016-04-05,STORE,14,,San Fernando,6301,Avda. Manuel Rodríguez N° 901,,,,,
5,465,Linares 2,noche,3,10:00,20:00,,,73 - 2- 226370,,,1000,2016-04-05,STORE,14,,Linares,7401,"Independencia N° 557 a 573 Local 1,2 y 5",,,,,
5,466,Costanera Center,noche,3,10:00,22:00,,,2-618 98 06,,,1000,2016-04-05,ESPACIO SB,11,,Providencia,13123,Andres Bello N° 2447 L-126,,,,,
5,467,Matta Oriente,noche,3,09:00,22:30,,,2-209 87 37,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Ñuñoa,13120,Matta Oriente N° 301 L-2,,,,,
5,468,La Calera 2,noche,3,09:00,21:30,,,33 - 2- 228236,,,1000,2016-04-05,STORE,14,,Calera,5502,José Joaquín Pérez N° 152,,,,,
5,469,Botica Valparaíso,noche,3,08:30,22:00,,,32 - 2- 258688,,,1000,2016-04-05,BOTICA,10,,Valparaíso,5101,Plaza Anibal Pinto N° 1191 1199 L-1 y 2,,,,,
5,470,Angol,noche,3,09:00,21:00,,,45 - 2- 718827,,,1000,2016-04-05,STORE,14,,Angol,9201,Pedro Aguirre Cerda N° 421 L-1 y 2,,,,,
5,471,Traiguén,noche,3,09:00,21:00,,,45 - 2- 869095,,,1000,2016-04-05,STORE,14,,Traiguén,9210,Santa Cruz N° 813,,,,,
5,473,Mall Paseo Quilín,noche,3,09:30,21:30,,,2-947 01 39,,,1000,2016-04-05,STORE,14,,Peñalolén,13122,Mar Tirreno N° 3349 L-2039,,,,,
5,474,BCI Libertad,noche,3,09:00,22:00,,,32 - 2- 979237,,,1000,2016-04-05,STORE,14,,Viña del Mar,5109,Libertad N°277,,,,,
5,475,Amunategui,noche,3,08:00,21:00,,,2-671 87 68,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Santiago,13101,Avda. Libertador Bernardo Ohiggins N° 1395,,,,,
5,476,Espacio Con Cón,noche,3,09:00,22:00,,,32 - 2- 857737,,,1000,2016-04-05,ESPACIO SB,11,,Con Cón,5103,Avda. Con Cón Reñaca N° 3850-1004,,,,,
5,477,Padre Mariano,noche,3,08:30,21:30,,,2-235 16 61,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Providencia,13123,Avda. Providencia N° 1694 L-1,,,,,
5,478,La Cruz,noche,3,09:00,21:30,,,33 - 2- 320677,,,1000,2016-04-05,MULTIF. GONDOLA,12,,La Cruz,5504,21 de Mayo N° 3594,,,,,
5,479,Algarrobal,noche,3,09:00,22:00,,,09- 7506433,,,1000,2016-04-05,STORE,14,,Colina,13301,Fundo La Hijuela de Algarrobal l-11 B,,,,,
5,480,Enrique Foster,noche,3,08:00,22:00,,,9- 7584176,,,1000,2016-04-05,ESPACIO SB,11,,Las Condes,13114,Avda. Apoquindo N° 3472,,,,,
5,481,Temuco San Martín,noche,3,09:00,22:00,,,45 - 2- 216310,,,1000,2016-04-05,STORE,14,,Temuco,9101,San Martín N° 675 Local 2 y 3,,,,,
5,482,Strip Camino Las Flores,noche,3,09:00,22:00,,,09- 448 95 70,,,1000,2016-04-05,ESPACIO SB,11,,Las Condes,13114,Avda. Camino Las Flores N° 12640 Local 6 y 7,,,,,
5,483,Talca 8 Oriente,noche,3,09:00,21:30,,,71 - 2- 217787,,,1000,2016-04-05,STORE,14,,Talca,7101,Uno Norte N° 1466,,,,,
5,484,Mall Plaza Bio Bío,noche,3,10:00,21:30,,,41- 2- 3214399,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Concepción,8101,Los Carrera Poniente N°301 L-B 1012-1016-1020,,,,,
5,485,Paine,noche,3,09:00,22:00,,,5-3537879,,,1000,2016-04-05,STORE,14,,Paine,13404,Baquedano N° 502,,,,,
5,486,"Centro Comercial M""""",noche,3,09:00,21:00,,,6-837 10 36,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Santiago,13101,Compañía N° 1214 L-102-103,,,,,
5,487,Mall Plaza Tobalaba 2,noche,3,10:00,21:30,,,2- 5860683,,,1000,2016-04-05,ESPACIO SB,11,,Puente Alto,13201,Avda. Camilo Henríquez N° 3692 L-BH 140-144,,,,,
5,488,Curauma,noche,3,09:00,22:00,,,4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Valparaíso,5101,Avda. Curauma Norte S/N Local 2,,,,,
5,489,Lomas de San Sebastián,noche,3,09:00,22:00,,,41-422 71 00,,,1000,2016-04-05,STORE,14,,Concepción,8101,Prolongación Cosme Churraca N°75 L-13-14-15,,,,,
5,490,Ciudad Satélite,noche,3,09:00,22:00,,,9- 5554638,,,1000,2016-04-05,STORE,14,,Maipú,13119,Avda. El Parque Central Poniente N°121,,,,,
5,491,Encomenderos,noche,3,08:00,21:00,,,2- 3344322,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Providencia,13123,Encomenderos N° 76,,,,,
5,492,Mall Plaza Las Américas,noche,3,10:00,21:30,,,57 - 2- 483116,,,1000,2016-04-05,STORE,14,,Iquique,1101,Avda. Héroes de la Concepción N°2555,,,,,
5,493,Quilicura 2,noche,3,09:00,21:00,,,2-607 28 95,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Quilicura,13125,Manuel Antonio Matta N° 900 L-4A y 5A,,,,,
5,494,Santa Isabel,noche,3,09:00,22:00,,,2-639 84 70,,,1000,2016-04-05,STORE,14,,Santiago,13101,San Francisco N° 521 Local 1,,,,,
5,495,Panguipulli,noche,3,09:00,22:00,,,6-4072237,,,1000,2016-04-05,STORE,14,,Panguipulli,14108,Marinez de Rosas N° 720 L-1,,,,,
5,496,Suecia Providencia,noche,3,08:30,22:00,,,2 -4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Providencia,13123,Avda. Providencia N° 2301 Local 7-8-9,,,,,
5,497,Coronel 2,noche,3,09:00,21:00,,,41 - 2- 774624,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Coronel,8102,Manuel Montt N° 150-360 Local 2,,,,,
5,498,Toesca/Vergara,noche,3,09:00,22:00,,,5- 3347072,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Santiago,13101,Toesca N° 1844-1882 L-3 y 4,,,,,
5,499,Isla Juan Fernández,noche,3,08:30,13:00,,,6-4957633,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Isla Juan Fernandez,5104,"Posta de Salud, Manzana 16, sitio 7",,,,,
5,531,Agustinas,noche,3,09:00,21:00,,,2- 6713127,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Santiago,13101,Agustinas N°1109,,,,,
5,532,Mall Arauco Quilicura,noche,3,10:00,21:00,,,32 2- 8307921,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Quilicura,13125,Avda. Ohiggins N° 581 Local 27,,,,,
5,534,Puente Alto 4,noche,3,10:00,21:00,,,2- 8720315,,,1000,2016-04-05,STORE,14,,Puente Alto,13201,Concha y Toro N° 118,,,,,
5,535,Puente 1,noche,3,09:00,21:00,,,2-370 95 80,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Santiago,13101,Puente N° 670,,,,,
5,536,Concepción Los Carrera,noche,3,09:00,21:00,,,41-422 71 00,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Concepción,8101,Avda. Anibal Pinto N° 781,,,,,
5,537,Santa María de Manquehue,noche,3,09:00,22:00,,,8- 9225391,,,1000,2016-04-05,ESPACIO SB,11,,Vitacura,13132,Avda. Santa María N° 6674 Local 11-12-13,,,,,
5,538,Osorno 7 Espacio,noche,3,09:00,21:00,,,64- 2-540258,,,1000,2016-04-05,ESPACIO SB,11,,Osorno,10301,Eleuterio Ramirez N° 1027,,,,,
5,539,Mall Plaza Egaña,noche,3,09:00,22:00,,,2- 8306246,,,1000,2016-04-05,ESPACIO SB,11,,La Reina,13113,Avda. Larraín N° 5862 Local 1076-1080,,,,,
5,540,Tottus Vitacura,noche,3,09:00,22:00,,,2- 2-5920956,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Vitacura,13132,Avda. Vitacura N° 9019 Local 1,,,,,
5,541,Viña del Mar Recreo,noche,3,09:00,21:00,,,4227100,,,1000,2016-04-05,STORE,14,,Viña del Mar,5109,Avda. Diego Portales N° 702 Local 1,,,,,
5,544,San Bernardo Colón,noche,3,09:00,22:00,,,2- 2-5920957,,,1000,2016-04-05,MULTIF. GONDOLA,12,,San Bernardo,13401,Colón N° 787,,,,,
5,545,Ciudad Empresarial,noche,3,10:00,19:30,,,2- 4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Huechuraba,13107,Santa Clara N° 354 Local 115,,,,,
5,546,Clinica Los Andes,noche,3,09:00,21:00,,,2-422 71 00,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Las Condes,13114,Avda. La Plaza N° 2501,,,,,
5,548,Open Ovalle,noche,3,10:00,21:30,,,4227100,,,1000,2016-04-05,STORE,14,,Ovalle,4301,Prolongación Benavente N° 1075 Local 1210,,,,,
5,554,Los Trapenses 2,noche,3,09:00,22:00,,,2- 4227100,,,1000,2016-04-05,ESPACIO SB,11,,Lo Barnechea,13115,José Délano N° 10492-10497-10515-10533-10545 Local 116,,,,,
5,555,Chamisero,noche,3,09:00,21:00,,,IP 5555,,,1000,2016-04-05,STORE,14,,Colina,13301,Avda. Chamisero N° 15135 Local 4,,,,,
5,556,Strip Pajaritos,noche,3,09:00,22:00,,,224227100,,224227100,1000,2016-04-05,MULTIF. GONDOLA,12,,Santiago,13101,"AVDA.PAJARITOS N° 2624, LOCAL1,2,3,4",,,,,
5,557,Lautaro,noche,3,09:00,21:00,,,5- 58193887,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Lautaro,9108,Calle Bernardo Ohiggins N° 812 Local 2,,,,,
5,558,Castillo Velasco,noche,3,10:00,20:30,,,2-4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Ñuñoa,13120,Eduardo Castillo Velasco N° 5500,,,,,
5,559,Rosario Norte,noche,3,08:00,21:00,,,2- 4227100,,,1000,2016-04-05,ESPACIO SB,11,,Las Condes,13114,Rosario Norte N° 532 Local 103,,,,,
5,561,Copiapo Chacabuco,noche,3,09:00,22:00,,,,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Copiapó,3101,Chacabuco N° 273-275,,,,,
5,562,Olmué,noche,3,09:00,21:00,,,33 - 2- 441447,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Olmué,5803,Diego Portales N° 2090,,,,,
5,563,Portugal,noche,3,08:00,23:59,,,2-2-4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Santiago,13101,Portugal N° 174,,,,,
5,564,Metro Colon,noche,3,08:00,22:00,,,4227100,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Providencia,13123,Avda. Tobalaba N° 1375 Local 1,,,,,
5,566,Patio ConCon,noche,3,09:00,21:00,,,32 2818518,,,1000,2016-04-05,STORE,14,,Con Cón,5103,"Avda. Manantiales N° 1121, Local 1",,,,,
5,568,Mall Plaza Copiapo,noche,3,10:00,18:00,,,2- 4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Copiapó,3101,Maipu N° 0110 Local BF 136-140-144,,,,,
5,569,Strip Tobalaba,noche,3,09:00,22:00,,,2-2-4223300,,,1000,2016-04-05,STORE,14,,Ñuñoa,13120,Tobalaba N° 5151,,,,,
5,570,Coronel Sta. Isabel,noche,3,09:00,22:00,,,2-4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Coronel,8102,Mamuel Montt N° 1600 Local 104,,,,,
5,571,Apoquindo Territoria,noche,3,08:00,21:00,,,2- 4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Las Condes,13114,"Avda. Apoquindo N° 2827 Local 101,102,106 y 107",,,,,
5,572,Patio Puerto Varas,noche,3,10:00,21:00,,,IP 5572,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Puerto Varas,10109,Colón N° 1500 Local 7 y 8,,,,,
5,573,Patio Padre Las Casas,noche,3,09:00,21:00,,,IP 5573,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Padre las Casas,9112,Maquehue N° 1244 Local 5 y 6,,,,,
5,575,Curicó Peña,noche,3,08:30,23:00,,,2- 4227100,,,1000,2016-04-05,STORE,14,,Curicó,7301,Peña N° 718 Local 718 y 722,,,,,
5,577,San Isidro,noche,3,08:00,21:00,,,IP 5577,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Santiago,13101,Avda. Libertador Bernardo Ohiggins N° 580 Local 8-9,,,,,
5,578,ANTOFAGASTA STRIP (MATTA),noche,3,09:00,22:00,,,224227100,,224227100,1000,2016-04-05,MULTIF. GONDOLA,12,,Antofagasta,2101,"MANUEL ANTONIO MATTA N° 2001 AL 2013, LOCAL 5",,,,,
5,579,Lider los Angeles,noche,3,09:00,22:00,,,224227100,,224227100,1000,2016-04-05,MULTIFUNCIONAL,13,,Los Ángeles,8301,"ALCAZAR 635, LOCAL 1",,,,,
5,580,Meiggs,noche,3,11:00,20:00,,,2-4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Estación Central,13106,Avda. Libertador Bernardo Ohiggins N° 2998 Local 105,,,,,
5,581,Viña 15 Norte,noche,3,10:00,21:30,,,2- 4227100,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Viña del Mar,5109,Avda. Benidorm N° 916,,,,,
5,582,Strip Center San Bernardo,noche,3,09:00,21:00,,,2-2-4223300,,,1000,2016-04-05,MULTIFUNCIONAL,13,,San Bernardo,13401,"Almirante Riveros N° 1202 , Local 3 y 4",,,,,
5,583,Mall Plaza el Trebol II,noche,3,09:00,21:00,,,2-24227100,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Talcahuano,8110,Avda. Jorge Alessandri N° 3177,,,,,
5,585,Isla de Pascua,noche,3,08:30,22:00,,,24227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Isla de Pascua,5201,HOTU MATUA,,,,,
5,586,Simon Bolivar Hamburgo,noche,3,09:00,22:00,,,2-24227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Ñuñoa,13120,Hamburgo N° 671 Local 1,,,,,
5,587,Ohiggins Concepción,noche,3,09:00,21:00,,,2-2-4227100,,,1000,2016-04-05,MULTIFUNCIONAL,13,,Concepción,8101,Avda Libertador Bernardo Ohiggins N° 794 Local 1 y 2,,,,,
5,590,Nueva de Lyon,noche,3,09:00,21:00,,,2-4227100,,,1000,2016-04-05,MULTIF. GONDOLA,12,,Providencia,13123,Avda. Providencia N° 2202,,,,,
5,600,Farmacia Móvil 1,noche,3,23:59,00:01,,,422 71 00,,,1000,2016-04-05,STORE (?),14,,Santa Cruz,6310,Avda. General Velásquez 9981,,,,,
5,601,Farmacia Móvil 2,noche,3,23:59,00:01,,,41-422 71 00,,,1000,2016-04-05,STORE (?),14,,Concepción,8101,Avda. General Velásquez 9981,,,,,
5,862,VL Mall Sport,noche,3,10:00,21:00,,,2- 2-5920210,,,1000,2016-04-05,STORE,14,,Las Condes,13114,Las Condes N° 13451 Local 109,,,,,
